"Exp","Site","Hole","Latitude_DD","Longitude_DD","Water depth (m)","Penetration DSF (m)","Cored interval (m)","Recovered length (m)","Recovery (%)","Drilled interval (m)","Drilled interval (no.)","Total cores (no.)","APC cores (no.)","HLAPC cores (no.)","XCB cores (no.)","RCB cores (no.)","Other cores (no.)","Date started (UTC)","Date finished (UTC)","Time on hole (days)","Comments","Latitude","Longitude","program"
"38","337","*",64.8717,-5.3418,NA,123,123,90.2,73.33,NA,0,14,0,0,0,14,0,"1997-10-23 12:33:00","1997-10-23 12:33:00",0,NA,"64 52.302 N","5 20.508 W","DSDP"
"38","338","*",67.7852,5.3877,NA,437,427.5,207.75,48.6,9.5,1,45,0,0,0,45,0,"1997-10-23 12:34:00","1997-10-23 12:34:00",0,NA,"67 47.112 N","5 23.262 E","DSDP"
"38","339","*",67.2108,6.3175,NA,108,108,50.4,46.67,NA,0,12,0,0,0,12,0,"1997-10-23 12:35:00","1997-10-23 12:35:00",0,NA,"67 12.648 N","6 19.05 E","DSDP"
"38","340","*",67.2078,6.3063,NA,104.5,104.5,67,64.11,NA,0,11,0,0,0,11,0,"1997-10-23 12:35:00","1997-10-23 12:35:00",0,NA,"67 12.468 N","6 18.378 E","DSDP"
"38","341","*",67.335,6.1107,NA,456,313.5,214.84,68.53,142.5,14,34,0,0,0,34,0,"1997-10-23 12:36:00","1997-10-23 12:36:00",0,NA,"67 20.1 N","6 6.642 E","DSDP"
"38","342","*",67.9507,4.9337,NA,170.5,75.5,49.2,65.17,95,3,8,0,0,0,8,0,"1997-10-23 12:37:00","1997-10-23 12:37:00",0,NA,"67 57.042 N","4 56.022 E","DSDP"
"38","343","*",68.7152,5.7622,NA,284,132,58.9,44.62,152,4,16,0,0,0,16,0,"1997-10-23 12:37:00","1997-10-23 12:37:00",0,NA,"68 42.912 N","5 45.732 E","DSDP"
"38","344","*",76.1497,7.8753,NA,414,338,139.7,41.33,76,5,37,0,0,0,37,0,"1997-10-23 12:38:00","1997-10-23 12:38:00",0,NA,"76 8.982 N","7 52.518 E","DSDP"
"38","345","*",69.8372,-1.2377,NA,783,336.5,188.87,56.13,446.5,21,36,0,0,0,36,0,"1997-10-23 12:39:00","1997-10-23 12:39:00",0,NA,"69 50.232 N","1 14.262 W","DSDP"
"38","346","*",69.8892,-8.6855,NA,187,187,119.7,64.01,NA,0,20,0,0,0,20,0,"1997-10-23 12:40:00","1997-10-23 12:40:00",0,NA,"69 53.352 N","8 41.13 W","DSDP"
"38","347","*",69.8718,-8.6967,NA,190,24,12.15,50.63,166,2,4,0,0,0,4,0,"1997-10-23 12:41:00","1997-10-23 12:41:00",0,NA,"69 52.308 N","8 41.802 W","DSDP"
"38","348","*",68.503,-12.462,NA,643,315.5,212.51,67.36,327.5,19,34,0,0,0,34,0,"1997-10-23 12:41:00","1997-10-23 12:41:00",0,NA,"68 30.18 N","12 27.72 W","DSDP"
"38","349","*",69.2068,-8.0967,NA,319.5,120,80.8,67.33,199.5,6,13,0,0,0,13,0,"1997-10-23 12:42:00","1997-10-23 12:42:00",0,NA,"69 12.408 N","8 5.802 W","DSDP"
"38","350","*",67.0557,-8.2947,NA,378.5,141,45.5,32.27,237.5,13,15,0,0,0,15,0,"1997-10-23 12:43:00","1997-10-23 12:43:00",0,NA,"67 3.342 N","8 17.682 W","DSDP"
"38","352","*",63.6495,-12.471,NA,104.5,46,27.25,59.24,58.5,2,6,0,0,0,6,0,"1997-10-23 12:43:00","1997-10-23 12:43:00",0,NA,"63 38.97 N","12 28.26 W","DSDP"
"38","352","A",63.6495,-12.471,NA,122.5,28.5,5.1,17.89,94,1,3,0,0,0,3,0,"1997-10-23 12:43:00","1997-10-23 12:43:00",0,NA,"63 38.97 N","12 28.26 W","DSDP"
"39","353","*",10.915,-44.0375,NA,270.5,23.5,5.41,23.02,247,2,3,0,0,0,3,0,"1997-10-23 12:43:00","1997-10-23 12:43:00",0,NA,"10 54.9 N","44 2.25 W","DSDP"
"39","353","A",10.915,-44.0375,NA,181,181,3.1,1.71,NA,0,1,0,0,0,1,0,"1997-10-23 12:44:00","1997-10-23 12:44:00",0,NA,"10 54.9 N","44 2.25 W","DSDP"
"39","353","B",10.915,-44.0375,NA,181,13,1.1,8.46,168,1,1,0,0,0,1,0,"1997-10-23 12:44:00","1997-10-23 12:44:00",0,NA,"10 54.9 N","44 2.25 W","DSDP"
"39","354","*",5.8992,-44.1963,NA,900.5,211,119,56.4,689.5,17,19,0,0,0,19,0,"1997-10-23 12:44:00","1997-10-23 12:44:00",0,NA,"5 53.952 N","44 11.778 W","DSDP"
"39","355","*",-15.7098,-30.6005,NA,461.5,209,117.55,56.24,252.5,10,22,0,0,0,22,0,"1997-10-23 12:44:00","1997-10-23 12:44:00",0,NA,"15 42.588 S","30 36.03 W","DSDP"
"39","356","*",-28.287,-41.088,NA,557.5,415,313.8,75.61,142.5,9,44,0,0,0,44,0,"1997-10-23 12:45:00","1997-10-23 12:45:00",0,NA,"28 17.22 S","41 5.28 W","DSDP"
"39","356","A",-28.287,-41.088,NA,19,19,18.35,96.58,NA,0,2,0,0,0,2,0,"1997-10-23 12:47:00","1997-10-23 12:47:00",0,NA,"28 17.22 S","41 5.28 W","DSDP"
"39","357","*",-30.0042,-35.5598,NA,797,463.5,344.28,74.28,333.5,25,50,0,0,0,50,0,"1997-10-23 12:47:00","1997-10-23 12:47:00",0,NA,"30 .252 S","35 33.588 W","DSDP"
"39","358","*",-37.6552,-35.9637,NA,826.5,152,88.8,58.42,674.5,14,16,0,0,0,16,0,"1997-10-23 12:49:00","1997-10-23 12:49:00",0,NA,"37 39.312 S","35 57.822 W","DSDP"
"39","359","*",-34.985,-4.4972,NA,104,47,27.3,58.09,57,3,5,0,0,0,5,0,"1997-10-23 12:49:00","1997-10-23 12:49:00",0,NA,"34 59.1 S","4 29.832 W","DSDP"
"39","359","A",-34.985,-4.4972,NA,27,18,14.9,82.78,9,1,2,0,0,0,2,0,"1997-10-23 12:49:00","1997-10-23 12:49:00",0,NA,"34 59.1 S","4 29.832 W","DSDP"
"40","360","*",-35.8458,18.0965,NA,839.5,475,275.97,58.1,364.5,31,50,0,0,0,50,0,"1997-10-23 12:49:00","1997-10-23 12:49:00",0,NA,"35 50.748 S","18 5.79 E","DSDP"
"40","361","*",-35.0662,15.4485,NA,1314,465.5,228.73,49.14,848.5,37,49,0,0,0,49,0,"1997-10-23 12:51:00","1997-10-23 12:51:00",0,NA,"35 3.972 S","15 26.91 E","DSDP"
"40","362","*",-19.7575,10.5325,NA,805.5,418,362.88,86.81,387.5,30,44,0,0,0,44,0,"1997-10-23 12:53:00","1997-10-23 12:53:00",0,NA,"19 45.45 S","10 31.95 E","DSDP"
"40","362","A",-19.7575,10.5325,NA,1081,109.5,75.91,69.32,971.5,11,12,0,0,0,12,0,"1997-10-23 12:55:00","1997-10-23 12:55:00",0,NA,"19 45.45 S","10 31.95 E","DSDP"
"40","363","*",-19.6458,9.0467,NA,715,380,223.43,58.8,335,33,40,0,0,0,40,0,"1997-10-23 12:55:00","1997-10-23 12:55:00",0,NA,"19 38.748 S","9 2.802 E","DSDP"
"40","364","*",-11.572,11.9717,NA,1051.5,427.5,292.4,68.4,624,38,46,0,0,0,46,0,"1997-10-23 12:56:00","1997-10-23 12:56:00",0,NA,"11 34.32 S","11 58.302 E","DSDP"
"40","365","*",-11.6517,11.8953,NA,687,63,33.5,53.17,624,7,7,0,0,0,7,0,"1997-10-23 12:58:00","1997-10-23 12:58:00",0,NA,"11 39.102 S","11 53.718 E","DSDP"
"41","366","*",5.678,-19.8513,NA,518,518,302.8,58.46,NA,0,55,0,0,0,55,0,"1997-10-23 12:58:00","1997-10-23 12:58:00",0,NA,"5 40.68 N","19 51.078 W","DSDP"
"41","366","A",5.678,-19.8513,NA,367,367,277.1,75.5,NA,0,39,0,0,0,39,0,"1997-10-23 13:00:00","1997-10-23 13:00:00",0,NA,"5 40.68 N","19 51.078 W","DSDP"
"41","367","*",12.4868,-20.0472,NA,342,342,173.65,50.77,NA,0,40,0,0,0,40,0,"1997-10-23 13:02:00","1997-10-23 13:02:00",0,NA,"12 29.208 N","20 2.832 W","DSDP"
"41","368","*",17.5072,-21.3538,NA,582.4,572.9,326.9,57.06,9.5,1,62,0,0,0,62,0,"1997-10-23 13:03:00","1997-10-23 13:03:00",0,NA,"17 30.432 N","21 21.228 W","DSDP"
"41","369","*",26.5925,-14.9987,NA,41,41,36.1,88.05,NA,0,5,0,0,0,5,0,"1997-10-23 13:05:00","1997-10-23 13:05:00",0,NA,"26 35.55 N","14 59.922 W","DSDP"
"41","369","A",26.5925,-14.9987,NA,446.5,446.5,349.05,78.17,NA,0,47,0,0,0,47,0,"1997-10-23 13:05:00","1997-10-23 13:05:00",0,NA,"26 35.55 N","14 59.922 W","DSDP"
"41","370","*",32.8375,-10.776,NA,483,483,201.3,41.68,NA,0,51,0,0,0,51,0,"1997-10-23 13:07:00","1997-10-23 13:07:00",0,NA,"32 50.25 N","10 46.56 W","DSDP"
"42","371","*",37.598,5.2592,NA,62,62,43.45,70.08,NA,0,8,0,0,0,8,0,"1997-10-23 13:09:00","1997-10-23 13:09:00",0,NA,"37 35.88 N","5 15.552 E","DSDP"
"42","372","*",40.08,4.7965,NA,884,431,314.17,72.89,453,16,46,0,0,0,46,0,"1997-10-23 13:09:00","1997-10-23 13:09:00",0,NA,"40 4.8 N","4 47.79 E","DSDP"
"42","373","A",39.728,12.9927,NA,457.5,114,30,26.32,343.5,7,13,0,0,0,12,1,"1997-10-23 13:11:00","1997-10-23 13:11:00",0,NA,"39 43.68 N","12 59.562 E","DSDP"
"42","374","*",35.8478,18.1963,NA,458,153.5,76.21,49.65,303.5,6,24,0,0,0,24,0,"1997-10-23 13:11:00","1997-10-23 13:11:00",0,NA,"35 50.868 N","18 11.778 E","DSDP"
"42","375","*",34.7622,31.76,NA,811.5,73,66.11,90.56,738.5,12,13,0,0,0,13,0,"1997-10-23 13:12:00","1997-10-23 13:12:00",0,NA,"34 45.732 N","31 45.6 E","DSDP"
"42","376","*",34.872,31.8075,NA,216.5,202.5,75.5,37.28,14,2,23,0,0,0,23,0,"1997-10-23 13:12:00","1997-10-23 13:12:00",0,NA,"34 52.32 N","31 48.45 E","DSDP"
"42","377","*",35.1617,21.431,NA,263,10,5.7,57,253,3,4,0,0,0,4,0,"1997-10-23 13:13:00","1997-10-23 13:13:00",0,NA,"35 9.702 N","21 25.86 E","DSDP"
"42","378","*",35.9278,25.1162,NA,312,103.5,34.76,33.58,208.5,6,11,0,0,0,11,0,"1997-10-23 13:13:00","1997-10-23 13:13:00",0,NA,"35 55.668 N","25 6.972 E","DSDP"
"42","378","A",35.9278,25.1162,NA,343.5,46.5,20.32,43.7,297,6,9,0,0,0,9,0,"1997-10-23 13:13:00","1997-10-23 13:13:00",0,NA,"35 55.668 N","25 6.972 E","DSDP"
"42","379","*",43.005,36.0117,NA,7,7,3,42.86,NA,0,1,0,0,0,0,1,"1997-10-23 13:13:00","1997-10-23 13:13:00",0,NA,"43 .3 N","36 .702 E","DSDP"
"42","379","A",43.005,36.0117,NA,624.5,624.5,376.35,60.26,NA,0,68,0,0,0,65,3,"1997-10-23 13:13:00","1997-10-23 13:13:00",0,NA,"43 .3 N","36 .702 E","DSDP"
"42","379","B",43.005,36.0117,NA,80.5,80.5,29.15,36.21,NA,0,9,0,0,0,9,0,"1997-10-23 13:16:00","1997-10-23 13:16:00",0,NA,"43 .3 N","36 .702 E","DSDP"
"42","380","*",42.099,29.6137,NA,370.5,370.5,168.3,45.43,NA,0,40,0,0,0,40,0,"1997-10-23 13:16:00","1997-10-23 13:16:00",0,NA,"42 5.94 N","29 36.822 E","DSDP"
"42","380","A",42.099,29.6137,NA,746.5,746.5,421.62,56.48,NA,0,80,0,0,0,80,0,"1997-10-23 13:17:00","1997-10-23 13:17:00",0,NA,"42 5.94 N","29 36.822 E","DSDP"
"42","381","*",41.6708,29.416,NA,503.5,503.5,267.2,53.07,NA,0,54,0,0,0,54,0,"1997-10-23 13:20:00","1997-10-23 13:20:00",0,NA,"41 40.248 N","29 24.96 E","DSDP"
"43","382","*",34.4173,-56.5375,NA,284,233.3,161.98,69.43,50.7,1,25,0,0,0,25,0,"1997-10-23 13:22:00","1997-10-23 13:22:00",0,NA,"34 25.038 N","56 32.25 W","DSDP"
"43","383","*",39.248,-53.353,NA,72.8,19.1,4.9,25.65,53.7,1,2,0,0,0,2,0,"1997-10-23 13:23:00","1997-10-23 13:23:00",0,NA,"39 14.88 N","53 21.18 W","DSDP"
"43","384","*",40.3608,-51.6633,NA,245.1,194.3,110.65,56.95,50.8,1,22,0,0,0,22,0,"1997-10-23 13:23:00","1997-10-23 13:23:00",0,NA,"40 21.648 N","51 39.798 W","DSDP"
"43","385","*",37.3695,-60.1575,NA,250,227.7,63.98,28.1,22.3,1,24,0,0,0,24,0,"1997-10-23 13:24:00","1997-10-23 13:24:00",0,NA,"37 22.17 N","60 9.45 W","DSDP"
"43","386","*",31.1868,-64.249,NA,679.5,626.9,434.3,69.28,52.6,1,66,0,0,0,66,0,"1997-10-23 13:24:00","1997-10-23 13:24:00",0,NA,"31 11.208 N","64 14.94 W","DSDP"
"43","387","*",32.32,-67.6667,NA,468,468,177.18,37.86,NA,0,50,0,0,0,50,0,"1997-10-23 13:27:00","1997-10-23 13:27:00",0,NA,"32 19.2 N","67 40.002 W","DSDP"
"44","388","A",35.5222,-69.396,NA,98.5,98.5,42.45,43.1,NA,0,11,0,0,0,11,0,"1997-10-23 13:28:00","1997-10-23 13:28:00",0,NA,"35 31.332 N","69 23.76 W","DSDP"
"44","389","*",30.1423,-76.0928,NA,9.5,9.5,3.5,36.84,NA,0,1,0,0,0,1,0,"1997-10-23 13:28:00","1997-10-23 13:28:00",0,NA,"30 8.538 N","76 5.568 W","DSDP"
"44","390","*",30.1423,-76.1123,NA,92,82.5,27.15,32.91,9.5,1,9,0,0,0,9,0,"1997-10-23 13:28:00","1997-10-23 13:28:00",0,NA,"30 8.538 N","76 6.738 W","DSDP"
"44","390","A",30.1423,-76.1123,NA,133,133,86.34,64.92,NA,0,14,0,0,0,14,0,"1997-10-23 13:29:00","1997-10-23 13:29:00",0,NA,"30 8.538 N","76 6.738 W","DSDP"
"44","391","*",28.2288,-75.6127,NA,4.5,4.5,2.3,51.11,NA,0,1,0,0,0,1,0,"1997-10-23 13:29:00","1997-10-23 13:29:00",0,NA,"28 13.728 N","75 36.762 W","DSDP"
"44","391","A",28.2268,-75.6167,NA,194.5,194.5,128.87,66.26,NA,0,21,0,0,0,21,0,"1997-10-23 13:29:00","1997-10-23 13:29:00",0,NA,"28 13.608 N","75 37.002 W","DSDP"
"44","391","B",28.2268,-75.6167,NA,9.5,9.5,9.15,96.32,NA,0,1,0,0,0,1,0,"1997-10-23 13:30:00","1997-10-23 13:30:00",0,NA,"28 13.608 N","75 37.002 W","DSDP"
"44","391","C",28.2268,-75.6167,NA,491.5,469.5,213.68,45.51,22,3,50,0,0,0,50,0,"1997-10-23 13:30:00","1997-10-23 13:30:00",0,NA,"28 13.608 N","75 37.002 W","DSDP"
"44","392","*",29.9105,-76.178,NA,11.5,11.5,3.2,27.83,NA,0,2,0,0,0,2,0,"1997-10-23 13:31:00","1997-10-23 13:31:00",0,NA,"29 54.63 N","76 10.68 W","DSDP"
"44","392","A",29.9105,-76.178,NA,282.8,269.3,25.85,9.6,13.5,2,31,0,0,0,31,0,"1997-10-23 13:31:00","1997-10-23 13:31:00",0,NA,"29 54.63 N","76 10.68 W","DSDP"
"44","393","*",28.1967,-75.599,NA,8,8,4.4,55,NA,0,1,0,0,0,1,0,"1997-10-23 13:32:00","1997-10-23 13:32:00",0,NA,"28 11.802 N","75 35.94 W","DSDP"
"44","393","A",28.1967,-75.599,NA,58.5,58.5,9.5,16.24,NA,0,1,0,0,0,1,0,"1997-10-23 13:32:00","1997-10-23 13:32:00",0,NA,"28 11.802 N","75 35.94 W","DSDP"
"44","394","A",28.195,-75.596,NA,47.5,47.5,14.45,30.42,NA,0,5,0,0,0,5,0,"1997-10-23 13:32:00","1997-10-23 13:32:00",0,NA,"28 11.7 N","75 35.76 W","DSDP"
"45","395","*",22.7558333333333,-46.0816666666667,NA,184.2,184.2,87.88,47.71,NA,0,20,0,0,0,20,0,"1997-10-23 13:32:00","1997-10-23 13:32:00",0,NA,"22 45.35 N","46 4.9 W","DSDP"
"45","395","A",22.7558333333333,-46.0816666666667,NA,633.5,633.5,111.98,17.68,NA,0,69,0,0,0,68,1,"1997-10-23 13:33:00","1997-10-23 13:33:00",0,NA,"22 45.35 N","46 4.9 W","DSDP"
"45","396","*",22.4813,-43.5158,NA,221.8,221.8,132.8,59.87,NA,0,25,0,0,0,25,0,"1997-10-23 13:34:00","1997-10-23 13:34:00",0,NA,"22 28.878 N","43 30.948 W","DSDP"
"46","396","A",22.9857,-43.515,NA,19,19,0.6,3.16,NA,0,2,0,0,0,2,0,"1997-10-23 13:35:00","1997-10-23 13:35:00",0,NA,"22 59.142 N","43 30.9 W","DSDP"
"46","396","B",22.9857,-43.515,NA,283,283,63.59,22.47,NA,0,33,0,0,0,33,0,"1997-10-23 13:35:00","1997-10-23 13:35:00",0,NA,"22 59.142 N","43 30.9 W","DSDP"
"47","397","*",26.845,-15.18,NA,981,981,584.9,59.62,NA,0,104,0,0,0,104,0,"1997-10-23 13:36:00","1997-10-23 13:36:00",0,NA,"26 50.7 N","15 10.8 W","DSDP"
"47","397","A",26.845,-15.18,NA,723.5,723.5,242.42,33.51,NA,0,52,0,0,0,52,0,"1997-10-23 13:39:00","1997-10-23 13:39:00",0,NA,"26 50.7 N","15 10.8 W","DSDP"
"47","398","*",40.96,-10.7183,NA,35,35,22.08,63.09,NA,0,4,0,0,0,4,0,"1997-10-23 13:41:00","1997-10-23 13:41:00",0,NA,"40 57.6 N","10 43.098 W","DSDP"
"47","398","A",40.96,-10.7183,NA,19,19,17.24,90.74,NA,0,2,0,0,0,2,0,"1997-10-23 13:41:00","1997-10-23 13:41:00",0,NA,"40 57.6 N","10 43.098 W","DSDP"
"47","398","B",40.96,-10.7183,NA,9.5,9.5,8.26,86.95,NA,0,1,0,0,0,1,0,"1997-10-23 13:41:00","1997-10-23 13:41:00",0,NA,"40 57.6 N","10 43.098 W","DSDP"
"47","398","C",40.96,-10.7183,NA,79,79,0.75,0.95,NA,0,1,0,0,0,1,0,"1997-10-23 13:41:00","1997-10-23 13:41:00",0,NA,"40 57.6 N","10 43.098 W","DSDP"
"47","398","D",40.96,-10.7183,NA,1740,1298,928.97,71.57,442,13,138,0,0,0,138,0,"1997-10-23 13:41:00","1997-10-23 13:41:00",0,NA,"40 57.6 N","10 43.098 W","DSDP"
"48","399","*",47.39,-9.2217,NA,17.5,17.5,11.75,67.14,NA,0,2,0,0,0,2,0,"1997-10-23 13:47:00","1997-10-23 13:47:00",0,NA,"47 23.4 N","9 13.302 W","DSDP"
"48","400","*",47.3817,-9.1983,NA,9,9,9.23,102.56,NA,0,1,0,0,0,1,0,"1997-10-23 13:47:00","1997-10-23 13:47:00",0,NA,"47 22.902 N","9 11.898 W","DSDP"
"48","400","A",47.3817,-9.1983,NA,703,702,333.96,47.57,1,1,74,0,0,0,74,0,"1997-10-23 13:47:00","1997-10-23 13:47:00",0,NA,"47 22.902 N","9 11.898 W","DSDP"
"48","401","*",47.4275,-8.8103,NA,266,266,103.08,38.75,NA,0,28,0,0,0,28,0,"1997-10-23 13:50:00","1997-10-23 13:50:00",0,NA,"47 25.65 N","8 48.618 W","DSDP"
"48","402","*",47.8747,-8.8407,NA,42,42,12,28.57,NA,0,5,0,0,0,5,0,"1997-10-23 13:50:00","1997-10-23 13:50:00",0,NA,"47 52.482 N","8 50.442 W","DSDP"
"48","402","A",47.8747,-8.8407,NA,332.5,332,167.11,50.33,0.5,1,35,0,0,0,35,0,"1997-10-23 13:50:00","1997-10-23 13:50:00",0,NA,"47 52.482 N","8 50.442 W","DSDP"
"48","403","*",56.1385,-23.294,NA,489,489,160.54,32.83,NA,0,52,0,0,0,52,0,"1997-10-23 13:52:00","1997-10-23 13:52:00",0,NA,"56 8.31 N","23 17.64 W","DSDP"
"48","404","*",56.0522,-23.2492,NA,243.5,243.5,74.06,30.41,NA,0,26,0,0,0,26,0,"1997-10-23 13:53:00","1997-10-23 13:53:00",0,NA,"56 3.132 N","23 14.952 W","DSDP"
"48","405","*",55.3363,-22.0582,NA,407,407,171.82,42.22,NA,0,43,0,0,0,43,0,"1997-10-23 13:54:00","1997-10-23 13:54:00",0,NA,"55 20.178 N","22 3.492 W","DSDP"
"48","406","*",55.2583,-22.0902,NA,489.5,489.5,188.6,38.53,NA,0,52,0,0,0,52,0,"1997-10-23 13:55:00","1997-10-23 13:55:00",0,NA,"55 15.498 N","22 5.412 W","DSDP"
"49","407","*",63.9387,-30.576,NA,439.5,439.5,171.8,39.09,NA,0,45,0,0,0,45,0,"1997-10-23 13:57:00","1997-10-23 13:57:00",0,NA,"63 56.322 N","30 34.56 W","DSDP"
"49","408","*",63.3772,-28.9118,NA,361,361,218.41,60.5,NA,0,38,0,0,0,38,0,"1997-10-23 13:58:00","1997-10-23 13:58:00",0,NA,"63 22.632 N","28 54.708 W","DSDP"
"49","409","*",62.6163,-25.9528,NA,309.5,266,86.25,32.42,43.5,4,28,0,0,0,28,0,"1997-10-23 13:59:00","1997-10-23 13:59:00",0,NA,"62 36.978 N","25 57.168 W","DSDP"
"49","410","*",45.5088,-29.476,NA,387.5,387.5,231.58,59.76,NA,0,41,0,0,0,41,0,"1997-10-23 14:00:00","1997-10-23 14:00:00",0,NA,"45 30.528 N","29 28.56 W","DSDP"
"49","410","A",45.5088,-29.476,NA,57,57,26.91,47.21,NA,0,6,0,0,0,6,0,"1997-10-23 14:02:00","1997-10-23 14:02:00",0,NA,"45 30.528 N","29 28.56 W","DSDP"
"49","411","*",36.7662,-33.3883,NA,110.5,36.5,3,8.22,74,1,5,0,0,0,5,0,"1997-10-23 14:02:00","1997-10-23 14:02:00",0,NA,"36 45.972 N","33 23.298 W","DSDP"
"49","411","A",36.7662,-33.3883,NA,37,27.5,14.64,53.24,9.5,1,3,0,0,0,3,0,"1997-10-23 14:02:00","1997-10-23 14:02:00",0,NA,"36 45.972 N","33 23.298 W","DSDP"
"49","412","*",36.5623,-33.166,NA,171.5,133.5,85.69,64.19,38,2,15,0,0,0,15,0,"1997-10-23 14:02:00","1997-10-23 14:02:00",0,NA,"36 33.738 N","33 9.96 W","DSDP"
"49","412","A",36.5623,-33.166,NA,138,138,23.07,16.72,NA,0,15,0,0,0,15,0,"1997-10-23 14:03:00","1997-10-23 14:03:00",0,NA,"36 33.738 N","33 9.96 W","DSDP"
"49","413","*",36.5432,-33.175,NA,39.5,39.5,2.97,7.52,NA,0,5,0,0,0,5,0,"1997-10-23 14:03:00","1997-10-23 14:03:00",0,NA,"36 32.592 N","33 10.5 W","DSDP"
"50","415","*",31.0287,-11.6518,NA,283,45.5,31.52,69.27,237.5,4,5,0,0,0,5,0,"1997-10-23 14:03:00","1997-10-23 14:03:00",0,NA,"31 1.722 N","11 39.108 W","DSDP"
"50","415","A",31.0287,-11.6518,NA,1079.5,217.5,29.55,13.59,862,9,16,0,0,0,15,1,"1997-10-23 14:03:00","1997-10-23 14:03:00",0,NA,"31 1.722 N","11 39.108 W","DSDP"
"50","415","B",31.0287,-11.6518,NA,64,16,3.01,18.81,48,2,2,0,0,0,2,0,"1997-10-23 14:04:00","1997-10-23 14:04:00",0,NA,"31 1.722 N","11 39.108 W","DSDP"
"50","416","*",32.8363,-10.801,NA,116,11.5,1.25,10.87,104.5,1,2,0,0,0,2,0,"1997-10-23 14:04:00","1997-10-23 14:04:00",0,NA,"32 50.178 N","10 48.06 W","DSDP"
"50","416","A",32.8363,-10.801,NA,1624,622.1,295.77,47.54,1001.9,11,58,0,0,0,58,0,"1997-10-23 14:04:00","1997-10-23 14:04:00",0,NA,"32 50.178 N","10 48.06 W","DSDP"
"51","417","*",25.1105,-68.0413,NA,8.5,8.5,2.1,24.71,NA,0,1,0,0,0,1,0,"1997-10-23 14:06:00","1997-10-23 14:06:00",0,NA,"25 6.63 N","68 2.478 W","DSDP"
"51","417","A",25.1105,-68.0413,NA,416.9,416.9,250.43,60.07,NA,0,46,0,0,0,46,0,"1997-10-23 14:06:00","1997-10-23 14:06:00",0,NA,"25 6.63 N","68 2.478 W","DSDP"
"51","417","B",25.1115,-68.047,NA,5.5,5.5,5.2,94.55,NA,0,1,0,0,0,1,0,"1997-10-23 14:08:00","1997-10-23 14:08:00",0,NA,"25 6.69 N","68 2.82 W","DSDP"
"51","417","D",25.1115,-68.0468,NA,539,539,202.62,37.59,NA,0,47,0,0,0,47,0,"1997-10-23 14:08:00","1997-10-23 14:08:00",0,NA,"25 6.69 N","68 2.808 W","DSDP"
"52","417","D",25.1115,-68.0468,NA,177.5,176.5,117.41,66.52,1,1,22,0,0,0,22,0,"1997-10-23 14:09:00","1997-10-23 14:09:00",0,NA,"25 6.69 N","68 2.808 W","DSDP"
"52","418","*",25.035,-68.0573,NA,6,6,6,100,NA,0,1,0,0,0,1,0,"1997-10-23 14:10:00","1997-10-23 14:10:00",0,NA,"25 2.1 N","68 3.438 W","DSDP"
"52","418","A",25.035,-68.0573,NA,383.5,383.5,215,56.06,NA,0,49,0,0,0,48,1,"1997-10-23 14:10:00","1997-10-23 14:10:00",0,NA,"25 2.1 N","68 3.438 W","DSDP"
"53","418","A",25.035,-68.0573,NA,353.9,306.4,234.92,76.67,47.5,2,39,0,0,0,38,1,"1997-10-23 14:12:00","1997-10-23 14:12:00",0,NA,"25 2.1 N","68 3.438 W","DSDP"
"53","418","B",25.0347,-68.0575,NA,329.6,329.6,172.28,52.27,NA,0,35,0,0,0,35,0,"1997-10-23 14:13:00","1997-10-23 14:13:00",0,NA,"25 2.082 N","68 3.45 W","DSDP"
"54","419","*",8.9327,-105.6862,NA,35,35,21.6,61.71,NA,0,5,0,0,0,5,0,"1997-10-23 14:15:00","1997-10-23 14:15:00",0,NA,"8 55.962 N","105 41.172 W","DSDP"
"54","419","A",8.9245,-105.687,NA,46,8,4.74,59.25,38,1,1,0,0,0,1,0,"1997-10-23 14:15:00","1997-10-23 14:15:00",0,NA,"8 55.47 N","105 41.22 W","DSDP"
"54","420","*",9.0017,-106.1128,NA,146.7,146.7,95.32,64.98,NA,0,18,0,0,0,17,1,"1997-10-23 14:15:00","1997-10-23 14:15:00",0,NA,"9 .102 N","106 6.768 W","DSDP"
"54","420","A",9.0083,-106.1053,NA,6,6,6,100,NA,0,1,0,0,0,1,0,"1997-10-23 14:15:00","1997-10-23 14:15:00",0,NA,"9 .498 N","106 6.318 W","DSDP"
"54","421","*",9.0235,-106.0613,NA,114,38,11.22,29.53,76,1,4,0,0,0,4,0,"1997-10-23 14:15:00","1997-10-23 14:15:00",0,NA,"9 1.41 N","106 3.678 W","DSDP"
"54","422","*",9.1765,-105.2712,NA,73.8,73.8,47.95,64.97,NA,0,11,0,0,0,10,1,"1997-10-23 14:16:00","1997-10-23 14:16:00",0,NA,"9 10.59 N","105 16.272 W","DSDP"
"54","423","*",9.1468,-105.1095,NA,53.5,53.5,27.95,52.24,NA,0,8,0,0,0,8,0,"1997-10-23 14:16:00","1997-10-23 14:16:00",0,NA,"9 8.808 N","105 6.57 W","DSDP"
"54","424","*",0.5938,-86.1303,NA,76,76,36.42,47.92,NA,0,8,0,0,0,8,0,"1997-10-23 14:16:00","1997-10-23 14:16:00",0,NA,"0 35.628 N","86 7.818 W","DSDP"
